id;created_at;body;locale;author/id;author/name;alignment;depth;user_group/id;user_group/name/en;user_group/name/ca;user_group/name/es;commentable_id;commentable_type;root_commentable_url;user_group/name
300;2025-01-29 11:09:01 UTC;Cupiditate molestias repellendus voluptatem eligendi assumenda animi voluptas non enim facere eveniet explicabo recusandae et consectetur repudiandae repellat dolor nesciunt voluptatem nostrum illum omnis aut deserunt non debitis excepturi aut id voluptate libero illo eum quos labore nemo blanditiis vero nihil saepe sed sit et voluptatem error dolorem veritatis voluptatibus.;en;13;Prof. Jenni Bruen;0;0;;"";"";"";4;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/4;
301;2025-01-29 11:09:01 UTC;Pariatur assumenda quasi qui dignissimos saepe qui natus officia nam doloribus ea voluptas et fugit voluptates velit nemo fugiat vitae in nesciunt asperiores quis voluptate delectus numquam ullam dolores omnis non architecto error quo molestiae ut quaerat ut dolor iure aliquid aliquam ad et quis veritatis dolorum praesentium officiis rerum.;en;18;Miquel Upton;0;0;;"";"";"";4;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/4;
302;2025-01-29 11:09:01 UTC;Est voluptates fuga et nemo nihil illo labore animi fugiat culpa deserunt inventore commodi quidem placeat voluptate magnam et qui nihil et quia omnis quo dolorum ea architecto aut quasi impedit minima ut sit libero laboriosam ut ab harum molestias temporibus laborum dolorem praesentium autem et amet vel facilis dignissimos.;en;14;Dr. Robby Gislason;0;1;;"";"";"";301;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/4;
307;2025-01-29 11:09:04 UTC;Voluptas rerum distinctio quas officiis libero temporibus vel et ut et aut maiores voluptates ipsa sapiente nemo dolores eum blanditiis autem hic earum veniam eveniet atque tempora et praesentium ab quae beatae voluptatem voluptatem soluta delectus quia est fugit dolorem consequatur provident fugiat necessitatibus placeat culpa eligendi eaque veritatis totam.;en;15;Belle Botsford;0;0;;"";"";"";6;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
308;2025-01-29 11:09:04 UTC;Provident aut consequatur aut illo ab quasi veniam quas enim qui et dolore expedita numquam unde qui saepe culpa nihil consequatur reprehenderit sunt voluptates soluta optio veritatis fuga omnis minima et tempore eius dignissimos dolor beatae dolor magnam eaque aut vero sunt dolores nihil recusandae nulla consequatur nesciunt iusto dolorum.;en;21;Eric Toy;0;0;;"";"";"";6;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
309;2025-01-29 11:09:04 UTC;Sunt cumque praesentium magni veniam ut libero delectus iste dolorem cupiditate autem qui ullam et quis et voluptatum debitis eum ex voluptatem enim sint incidunt quas quos quisquam autem aspernatur minus at dolorum nihil sint quo nesciunt illo sed est magnam eaque non et aut voluptas commodi in quia id.;en;22;Larraine Mraz;0;1;;"";"";"";308;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
310;2025-01-29 11:09:04 UTC;Dicta sed sapiente quasi aspernatur cupiditate vel explicabo aliquam ut culpa sint consequatur magnam exercitationem natus voluptates provident laborum placeat est fugiat odio et quae voluptatem ea aut voluptas et autem pariatur corporis eveniet expedita ut quod ut doloribus animi aut quo error voluptas omnis sit magni ducimus quis dolores.;en;29;Msgr. Jaimie Lang;0;0;;"";"";"";6;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
311;2025-01-29 11:09:04 UTC;Nulla saepe consequatur iusto nihil earum et suscipit corporis rem dolorum et culpa quam voluptate eveniet voluptatem deleniti occaecati placeat et et magni eos distinctio ex dolores aut ratione repellat rerum perferendis eligendi explicabo et a pariatur dignissimos cum voluptatem optio excepturi amet neque qui et est et temporibus sunt.;en;18;Miquel Upton;0;1;;"";"";"";310;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
312;2025-01-29 11:09:04 UTC;Ipsum fugit id libero aut placeat est explicabo harum consequatur eius laboriosam aut est ullam non voluptas velit et quo non modi ut autem dolores consectetur omnis dolor maiores rem a sit temporibus distinctio id reiciendis incidunt consequatur qui totam quod qui natus provident laborum iste quas error excepturi ut.;en;15;Belle Botsford;0;0;;"";"";"";6;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
313;2025-01-29 11:09:04 UTC;Maiores laborum et aut omnis aut et error dolores odio sint quisquam ut sed necessitatibus reprehenderit placeat autem facilis hic corporis quas dolorem numquam earum voluptas qui porro nisi voluptate voluptatibus et dolorem eveniet molestiae alias illo ut ea incidunt consequatur esse harum voluptates quaerat eum voluptas est sint praesentium.;en;24;Gov. Marna Johnston;0;0;;"";"";"";6;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
314;2025-01-29 11:09:04 UTC;Porro voluptatem dolor labore similique dolorem qui molestias nemo quaerat sint eos nihil est ad non accusamus earum magni et iure tenetur reiciendis corporis fugiat consequuntur nulla voluptas voluptatem architecto nostrum veniam laborum magnam illo omnis ipsum aut voluptatem dolorem illum animi dolore consequatur natus esse saepe unde exercitationem laboriosam.;en;18;Miquel Upton;0;1;;"";"";"";313;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
315;2025-01-29 11:09:04 UTC;Nobis molestias sint sit velit quo sequi molestiae vero nihil asperiores id tempora ea et odio magni inventore nesciunt soluta veritatis qui est unde consequatur ut qui est cum nisi laboriosam qui iste possimus perspiciatis eum minus nulla mollitia qui similique quia omnis enim voluptatum aut doloremque beatae sit pariatur.;en;1;Juan Funk;0;0;;"";"";"";6;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
316;2025-01-29 11:09:04 UTC;Dolorem facere neque consequatur ut et nesciunt deleniti impedit quidem sapiente voluptatem facilis qui dolor soluta est nulla voluptatem fuga velit voluptas maxime magni quasi quaerat voluptatem omnis et explicabo eligendi earum fugiat sequi molestiae autem rerum ratione itaque iure totam labore esse blanditiis illo minima officiis optio nihil consequatur.;en;3;Morgan Hand Esq.;0;1;;"";"";"";315;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/7/proposals/6;
570;2025-01-29 11:10:45 UTC;Culpa quaerat eveniet harum eum nostrum explicabo ea rerum voluptatibus deleniti possimus voluptate dolorem dolores perspiciatis enim consequatur qui quia in esse rem aliquid accusamus quasi suscipit ut vel sint aut libero ut vel repellendus ipsum et voluptas aut fugiat ipsa qui quam aut voluptatum quia vitae non totam qui.;en;173;Sen. Simonne Connelly;0;0;;"";"";"";8;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
571;2025-01-29 11:10:45 UTC;Nobis quos architecto est eaque blanditiis qui voluptas ea amet nostrum iste perferendis et et est placeat esse reiciendis vero earum similique dolorum quia corrupti provident quidem asperiores aut nulla qui sed est quaerat libero ut quia quis natus voluptatum quae sint cumque explicabo nihil enim unde temporibus vitae labore.;en;221;Alphonse Friesen;0;1;;"";"";"";570;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
572;2025-01-29 11:10:46 UTC;Ad iste provident qui molestias praesentium nobis cumque aspernatur et similique hic optio et nihil voluptas quia corrupti doloribus ut delectus repudiandae maxime sunt est suscipit in est incidunt nulla veritatis molestiae minus quia veniam necessitatibus sunt nostrum nihil aperiam in est temporibus asperiores itaque earum et commodi quia quidem.;en;296;Herschel Medhurst CPA;0;0;;"";"";"";8;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
573;2025-01-29 11:10:46 UTC;Ea at quaerat ullam suscipit consequatur nesciunt rem eos eligendi similique totam aut pariatur sed praesentium non eum repellendus non alias cumque ducimus sunt adipisci maxime rerum repudiandae est dolor tempora quia minus aut atque sed dolores aut vel porro autem et facere velit qui repellat natus impedit voluptate quia.;en;95;Bryon Schroeder;0;0;;"";"";"";8;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
574;2025-01-29 11:10:46 UTC;Facilis cumque est corrupti non voluptates ad dolores totam aut doloribus molestiae accusamus ea consequatur suscipit natus eos dicta et molestias eum asperiores quisquam dolor porro ducimus enim nihil voluptas consequatur rerum assumenda est laboriosam laborum labore quo blanditiis quos nemo beatae et tempora possimus provident et ipsum ut officia.;en;305;Jodi Macejkovic DO;0;0;;"";"";"";8;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
575;2025-01-29 11:10:46 UTC;Totam unde rerum voluptatem ipsam rerum sunt dicta nesciunt beatae error ratione architecto quam temporibus numquam eaque amet id minima et tempora alias itaque consequatur similique nisi enim non dolorem dolor fugit quos et rem voluptas possimus voluptatibus asperiores vel quia dolore provident aut qui minus eum doloremque omnis est.;en;221;Alphonse Friesen;0;1;;"";"";"";574;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
576;2025-01-29 11:10:46 UTC;Nam enim dicta blanditiis nostrum vel quia eum dolore vitae ullam est maiores voluptatem et deserunt consequatur doloremque animi voluptatem ea corporis sit saepe et impedit necessitatibus aut cumque non suscipit quisquam qui recusandae sed tenetur accusamus eos possimus aut consequatur voluptatibus corrupti repellat praesentium omnis ut et sunt quidem.;en;288;Lonny Botsford;0;0;;"";"";"";8;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
577;2025-01-29 11:10:46 UTC;Et consequatur fugiat eos eum perferendis aut reprehenderit enim error ipsa rerum dignissimos quam sit cupiditate eaque ad totam quis illo ea aperiam delectus molestias et qui rerum saepe dolore maiores numquam voluptatem rem quo aut neque blanditiis aut corrupti adipisci quia molestiae earum ea sint laboriosam labore ex facere.;en;147;Alfred Grimes IV;0;1;;"";"";"";576;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
578;2025-01-29 11:10:47 UTC;Neque corporis sapiente quo est autem alias soluta ullam error dolores quam et quas reprehenderit porro rerum nostrum repellat sunt aut possimus est quia nisi rerum et adipisci consequuntur et omnis sint voluptates enim ut doloremque eaque aut quidem vero et rerum nihil expedita eos magnam aut ipsum quia a.;en;313;Mr. Gayla Walter;0;0;;"";"";"";8;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
579;2025-01-29 11:10:47 UTC;Sequi aut voluptatem illum laboriosam quaerat dignissimos impedit totam illo modi sunt aut itaque aspernatur vel voluptatem quos sunt et rerum soluta ea amet ratione atque quia ut numquam consequatur labore vel quae nihil corrupti quidem sed minus cumque saepe tempore ipsam voluptas blanditiis id quia neque incidunt nihil reiciendis.;en;294;Jan Haag MD;0;1;;"";"";"";578;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/8;
586;2025-01-29 11:10:48 UTC;Blanditiis dolorem rerum autem quos molestias et eos natus voluptatum odio sequi omnis neque unde repellendus nulla ipsum quod consequuntur commodi ullam eos sunt sit fugit nihil pariatur asperiores ex nemo et itaque voluptatem minima numquam voluptatem deserunt ipsam doloremque enim quis voluptates vero hic qui incidunt placeat ea et.;en;312;Sacha Spinka;0;0;;"";"";"";9;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;
587;2025-01-29 11:10:48 UTC;Ea saepe placeat eos beatae voluptas quam quod natus dolores voluptates explicabo quis neque quos dolorum tempore iusto officia est id ipsum molestiae velit eligendi a libero veniam et iste numquam qui adipisci voluptatem ab autem voluptas debitis sunt ut occaecati ducimus similique reprehenderit praesentium et unde at rerum amet.;en;249;Rep. Winter Beer;0;1;;"";"";"";586;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;
588;2025-01-29 11:10:49 UTC;Et optio facere dignissimos facilis placeat ut neque et numquam iste mollitia autem molestiae dolorem illum corrupti amet sit nihil sed excepturi officiis nihil et sed tempora enim consequatur id et ullam voluptas quae eligendi veniam in ad similique dolorem illo sint aut aut quis assumenda vel accusantium ut quam.;en;256;Fr. Jess Grimes;0;0;;"";"";"";9;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;
589;2025-01-29 11:10:49 UTC;Qui optio praesentium asperiores consequatur molestiae non eos ea velit perspiciatis explicabo fugiat officiis qui nulla qui neque porro laudantium quis illum aspernatur aut numquam nobis aut autem sint vel ut incidunt accusantium omnis in sunt quia magnam ratione nisi maxime temporibus laborum omnis exercitationem animi dolor repellendus eum non.;en;312;Sacha Spinka;0;1;;"";"";"";588;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;
590;2025-01-29 11:10:49 UTC;Harum ut quia tempore dolor porro voluptate ea necessitatibus temporibus reprehenderit at repudiandae illo enim cupiditate sed facilis sunt quo sint incidunt error nihil veritatis omnis et quisquam vel ut dolorem aut eveniet et et non doloribus quod dolores velit quidem quos aut enim odit ab commodi repellendus sit eaque.;en;116;Ramon Cummings;0;0;;"";"";"";9;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;
591;2025-01-29 11:10:49 UTC;Aperiam eum iste possimus vel nam accusantium officiis ipsa nihil animi quam fuga doloremque assumenda velit ut quia amet qui natus quas in consequatur cupiditate qui excepturi magni quisquam ad magnam tempore quo sunt quod asperiores incidunt iusto laudantium provident ab impedit perferendis est voluptas porro et quia corrupti in.;en;4;Birgit Schinner II;0;0;12;;;;9;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;Kunde, Fay and Hagenes
592;2025-01-29 11:10:50 UTC;Iste quia ratione similique est distinctio minus iure necessitatibus omnis ullam ut recusandae est non sint autem delectus nobis quos illo quo beatae eius officia voluptatum animi odit odio unde doloremque ipsum officiis inventore suscipit architecto dolor possimus expedita quisquam sapiente sit deleniti corrupti minima nulla fuga laboriosam molestiae qui.;en;211;Sen. Landon Medhurst;0;0;;"";"";"";9;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;
593;2025-01-29 11:10:50 UTC;Omnis pariatur ab sed molestias aut enim qui adipisci occaecati porro esse veritatis in et voluptatem quibusdam dolores quo repellendus consequatur commodi dicta quia officia facilis eligendi iste et consequatur molestiae velit nesciunt officiis nihil doloribus ipsum sit facere deleniti sed sit dolor dolores eos sequi tenetur dolorem cupiditate quis.;en;277;Ha Ziemann PhD;0;0;;"";"";"";9;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;
594;2025-01-29 11:10:50 UTC;Saepe nihil similique ut odit eius rerum non quia deserunt eum maxime enim earum sit quia repudiandae dolorum consequatur recusandae dolore porro laudantium dolor eum voluptas voluptas et aut id omnis iusto nobis tempore occaecati totam minima in nesciunt sint cumque suscipit unde et assumenda veritatis reprehenderit dolorem qui vel.;en;295;Nenita Osinski;0;1;;"";"";"";593;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/9;
602;2025-01-29 11:10:52 UTC;Impedit laboriosam incidunt vel quae dolorum enim et nobis excepturi recusandae voluptatum in aut eaque tenetur vitae molestiae eos dignissimos unde est cum et aut itaque voluptas nihil sint voluptatem suscipit soluta ut odit dolores deserunt eum nostrum inventore eveniet rerum non repellendus error esse ut accusantium veniam facere architecto.;en;289;Chas Steuber DVM;0;0;;"";"";"";10;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/10;
605;2025-01-29 11:10:53 UTC;Eligendi ipsa in quam voluptatibus quidem similique ut sint neque quia molestiae tempora repellendus aut voluptas voluptatum illum consequatur ex ab molestiae sed qui dolorum autem dolores vero et quaerat non dolores earum expedita natus necessitatibus officiis sed cumque voluptatem temporibus sed eaque itaque laborum quae accusantium est aperiam ut.;en;154;Ignacio Heaney;0;0;;"";"";"";12;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/12;
606;2025-01-29 11:10:53 UTC;Culpa velit debitis et aperiam enim consequatur aut rerum omnis cupiditate quasi consequuntur temporibus corrupti asperiores et expedita voluptatibus sit magnam quaerat cumque nesciunt vitae quo et voluptatem ut et eveniet amet laboriosam iste sapiente assumenda et ab explicabo quisquam necessitatibus ipsum pariatur tempora vel laborum dolor at voluptas voluptatem.;en;78;Armando Kunze;0;1;;"";"";"";605;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/12;
607;2025-01-29 11:10:53 UTC;Dignissimos et voluptatem aut odit vitae velit ut eum rem ullam harum quod odio ducimus in aut soluta quam et aut iusto rerum accusamus ab sapiente fuga quidem porro iste veniam ad doloribus ex tenetur aperiam repudiandae et cupiditate fugiat enim velit aspernatur recusandae numquam eligendi ipsa dolorem alias perspiciatis.;en;272;Harry Torphy;0;0;;"";"";"";12;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/12;
608;2025-01-29 11:10:53 UTC;Qui doloremque et natus explicabo corrupti debitis qui incidunt autem nemo deleniti vero harum qui expedita accusamus et quo ut maxime adipisci non nulla autem sit eveniet rerum quo sequi consequuntur id eaque dolores blanditiis et sapiente odio sed voluptatem neque et hic consequatur voluptas dicta exercitationem commodi enim laboriosam.;en;23;Evita Dibbert;0;0;;"";"";"";12;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/12;
609;2025-01-29 11:10:54 UTC;Est molestiae dolores omnis et aut quo ipsa architecto dolore sed qui voluptatem iure ut rerum voluptatem vel quia repudiandae quibusdam nostrum distinctio dolorum nihil non eos iste deserunt eum repellat qui delectus earum debitis perspiciatis fuga omnis at explicabo et optio laborum magni rerum esse quia quia reprehenderit iusto.;en;208;Serina Hilll;0;0;;"";"";"";12;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/12;
610;2025-01-29 11:10:54 UTC;Inventore aut odio rem molestiae et harum aut eaque consequatur minus quis dicta maxime porro nam possimus illo sit voluptatem omnis dolorum eos neque praesentium unde omnis est aut sit asperiores est dolorem aliquam repellat laboriosam quidem atque et suscipit doloribus eum est alias corrupti eligendi ut quo delectus animi.;en;44;Adela Effertz;0;0;;"";"";"";12;Decidim::Proposals::Proposal;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/12;
611;2025-01-29 11:10:54 UTC;Eveniet illum quae iure voluptatem a voluptatem recusandae molestias et sit inventore sed est iste consequatur odio eius autem incidunt iusto ullam suscipit dolorem aut cumque deleniti sunt excepturi consequuntur non eos facere dignissimos non quam qui consequatur dolor reiciendis neque sint veritatis saepe numquam expedita itaque est nesciunt repellat.;en;297;Vincent Reynolds DO;0;1;;"";"";"";610;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/16/proposals/12;
844;2025-01-29 11:12:11 UTC;Reprehenderit et aperiam numquam quasi recusandae dicta voluptatibus quidem odit molestiae qui voluptatem voluptatem amet voluptatem non nesciunt enim tempore sit soluta in ut sed itaque quisquam sit nisi qui eligendi iure consequatur ut quo quia et sapiente voluptas nihil dignissimos quia et qui sit accusantium vitae unde distinctio inventore.;en;221;Alphonse Friesen;0;0;;"";"";"";13;Decidim::Proposals::Proposal;https://nightly.decidim.org/assemblies/compete-scale/f/25/proposals/13;
845;2025-01-29 11:12:11 UTC;Voluptatem nihil adipisci magni corrupti sed nisi nemo neque ut aspernatur quia et natus voluptate eius consectetur blanditiis occaecati quae eos fugiat voluptas vel aut quia molestias at quo earum ad optio voluptatem animi et consequatur soluta quibusdam et aliquam fugit architecto consequatur et quos eos qui officia ut veniam.;en;181;Donnell Frami;0;1;;"";"";"";844;Decidim::Comments::Comment;https://nightly.decidim.org/assemblies/compete-scale/f/25/proposals/13;
846;2025-01-29 11:12:12 UTC;Fuga iure quam aut sit impedit et quae deleniti et laboriosam et quo aut qui placeat ea officiis sed eum quas debitis enim velit cupiditate non et sed dolore maxime vitae harum eos et consequuntur quod porro aliquam sapiente est sint ea totam praesentium est voluptatibus sit quibusdam eos cumque.;en;102;Geraldine Weissnat;0;0;;"";"";"";13;Decidim::Proposals::Proposal;https://nightly.decidim.org/assemblies/compete-scale/f/25/proposals/13;
847;2025-01-29 11:12:12 UTC;Consectetur est doloribus debitis et quos hic voluptatem error explicabo dolores nisi repellendus necessitatibus dicta atque non perspiciatis deleniti tenetur omnis quasi et iste nihil quia laborum inventore quia aut enim est et quia nulla aliquam beatae numquam dolor voluptas ullam quo accusantium asperiores quo amet laboriosam nobis animi voluptas.;en;452;Anya Monahan;0;1;;"";"";"";846;Decidim::Comments::Comment;https://nightly.decidim.org/assemblies/compete-scale/f/25/proposals/13;
848;2025-01-29 11:12:12 UTC;Nihil est rem qui quis sit recusandae ratione et velit perspiciatis voluptas exercitationem at laboriosam repellat earum soluta est minima rerum adipisci deleniti iste et animi omnis itaque accusamus cupiditate iure aperiam architecto saepe facere voluptates debitis ipsum quam non laborum officiis consequatur aut possimus repudiandae aut rerum a ut.;en;291;Carita Herman;0;0;;"";"";"";13;Decidim::Proposals::Proposal;https://nightly.decidim.org/assemblies/compete-scale/f/25/proposals/13;
849;2025-01-29 11:12:12 UTC;Dolore voluptatibus qui molestias a autem numquam et voluptatem sunt accusamus est nulla laboriosam cupiditate quod iste amet aspernatur placeat quia et ab ut ipsam consequatur laudantium quibusdam nisi voluptas dolores et possimus aperiam quos velit reprehenderit voluptatem tenetur fuga aut ratione qui iusto et nihil dolorem et iure quis.;en;247;Tabitha Zemlak;0;0;;"";"";"";13;Decidim::Proposals::Proposal;https://nightly.decidim.org/assemblies/compete-scale/f/25/proposals/13;
