id;created_at;body;locale;author/id;author/name;alignment;depth;user_group/id;user_group/name/en;user_group/name/ca;user_group/name/es;commentable_id;commentable_type;root_commentable_url;user_group/name
30;2025-01-29 11:08:17 UTC;Adipisci dolorem architecto commodi aspernatur modi quaerat optio voluptas velit alias est illum explicabo facilis et quis in aliquam aut vitae possimus occaecati consequatur in iure et et unde neque debitis assumenda nemo quos fugit non quia omnis sint at molestias quibusdam accusamus aut quia sequi excepturi est ut totam.;en;2;Kristofer Mitchell;0;1;;"";"";"";29;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/6;
31;2025-01-29 11:08:17 UTC;Adipisci excepturi ut fuga odit et quia eos fugit voluptas totam voluptatem nihil ducimus placeat sed ex autem asperiores error velit quo occaecati atque modi aut rerum minus et et veniam autem eius unde iusto sit repellendus consequuntur perferendis iste expedita consequatur omnis voluptas enim sint dolorem pariatur magni voluptatibus.;en;2;Kristofer Mitchell;0;0;;"";"";"";7;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/7;
32;2025-01-29 11:08:17 UTC;Distinctio tempora ut repellendus sed laborum aspernatur expedita voluptas temporibus fuga molestiae cumque id hic itaque similique ipsa aut non incidunt laboriosam commodi quidem maxime aut et nulla non autem et et culpa odit pariatur esse omnis et quas et molestiae laudantium ut amet autem et aut et sapiente in.;en;3;Morgan Hand Esq.;0;0;;"";"";"";7;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/7;
33;2025-01-29 11:08:17 UTC;Velit accusantium et excepturi officia eos nihil rerum occaecati sed amet est perspiciatis blanditiis adipisci voluptate animi at qui aut provident alias qui voluptas quibusdam id nobis ab dicta iure sunt repellendus quia optio consequuntur in corrupti ea facilis quas debitis est suscipit error illum et sed non necessitatibus consequatur.;en;2;Kristofer Mitchell;0;1;;"";"";"";32;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/7;
34;2025-01-29 11:08:17 UTC;Rerum dicta sit similique molestiae nostrum repellat perspiciatis in et dolores doloremque a et et qui dolorum voluptatibus temporibus qui voluptatum velit quas hic nihil quia voluptas ducimus beatae tempora eos aspernatur provident architecto est qui aperiam excepturi et unde sed vel eos ea id omnis quod quia non ad.;en;13;Prof. Jenni Bruen;0;0;;"";"";"";7;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/7;
35;2025-01-29 11:08:18 UTC;Aspernatur voluptatem aut qui neque perferendis tenetur sunt error temporibus omnis pariatur iste illo quo velit voluptas fugiat corrupti dolorem fugit eius repellendus sint est vitae id sint velit excepturi voluptate dolores optio rerum a quasi minima voluptas qui architecto et doloremque incidunt iusto quae omnis distinctio quo est est.;en;15;Belle Botsford;0;0;;"";"";"";9;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/9;
36;2025-01-29 11:08:18 UTC;Voluptate possimus enim temporibus necessitatibus quasi omnis rem libero ipsum adipisci dolorem deserunt repudiandae aut ut similique quis dolor unde delectus exercitationem et aliquid cum minus eum nesciunt ipsa nihil sit velit ex incidunt asperiores voluptatem totam inventore sunt veniam et praesentium quia aut reprehenderit iure omnis odit est magnam.;en;13;Prof. Jenni Bruen;0;0;;"";"";"";9;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/9;
37;2025-01-29 11:08:18 UTC;Quo et ducimus doloribus tempora consequatur laboriosam fugit voluptatem et illo et veniam repudiandae dicta ut aut perspiciatis impedit veritatis numquam velit deleniti animi qui occaecati et corporis molestiae vero quos quod velit sint asperiores nostrum voluptatibus dolores quas ex consectetur voluptas nihil aut quae nam odio illum neque facere.;en;13;Prof. Jenni Bruen;0;1;;"";"";"";36;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/9;
38;2025-01-29 11:08:18 UTC;Atque voluptatem iusto animi error rerum tempore porro illum aut consequatur et magnam quae iure assumenda vero sint exercitationem saepe quibusdam maxime libero quo a aut minus facere aliquid asperiores doloribus id eos nobis explicabo incidunt repellat dicta sed natus aut quaerat perferendis numquam et delectus rerum quis similique minima.;en;16;Gov. Genaro Terry;0;0;;"";"";"";9;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/9;
39;2025-01-29 11:08:18 UTC;Suscipit pariatur at sunt neque amet id et modi ducimus voluptatem quia dignissimos labore rerum rerum aut corrupti similique officiis magni molestiae et quos eius dolorum dolorem expedita ea dolor recusandae laboriosam et doloribus sed in explicabo voluptas et nihil consectetur sit enim et voluptatem nostrum laudantium debitis temporibus nemo.;en;2;Kristofer Mitchell;0;0;;"";"";"";9;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/9;
40;2025-01-29 11:08:18 UTC;Non eius id enim esse aut delectus itaque vitae voluptatem ut sint eaque id ut ipsa magnam minima consequatur quaerat magni maxime dolores amet voluptatem a molestiae molestias soluta libero est aut et in perspiciatis quia consectetur debitis et et ad pariatur dolor distinctio alias ut dignissimos cupiditate sed qui.;en;2;Kristofer Mitchell;0;1;8;;;;39;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/9;Schiller Inc
41;2025-01-29 11:08:19 UTC;Veritatis nihil nulla molestiae eum voluptas voluptas dolores possimus porro temporibus maxime itaque maiores consequatur quisquam animi est ut aut eligendi numquam nemo quo quia voluptas quasi sequi quia hic nostrum deserunt sed tempore culpa nisi magni ipsa qui amet sapiente qui ea cumque consequuntur neque vel illum qui qui.;en;13;Prof. Jenni Bruen;0;0;;"";"";"";9;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/9;
42;2025-01-29 11:08:19 UTC;Qui voluptatem quas officiis nihil saepe eaque iure ducimus qui sint in enim iusto et est commodi rerum velit amet dolorem voluptatem quia qui voluptatem cupiditate nulla non aut libero ullam blanditiis ipsum tenetur eos earum natus quam provident dolor aut nihil et perferendis eum officia repudiandae qui dicta dolor.;en;1;Juan Funk;0;1;6;;;;41;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/9;Hackett-Pouros
43;2025-01-29 11:08:19 UTC;Consequatur amet sunt et perferendis doloremque repudiandae ab ea et qui asperiores doloribus atque cumque eveniet commodi autem enim sed praesentium impedit consequatur assumenda nesciunt quis et ullam pariatur aut accusamus illo necessitatibus iusto eligendi perspiciatis odit eius tempora quasi similique quidem repellendus dicta consectetur laborum facilis corporis molestiae optio.;en;15;Belle Botsford;0;0;;"";"";"";10;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/10;
44;2025-01-29 11:08:19 UTC;Reprehenderit quasi iusto sit repellat laboriosam et cum veritatis animi laudantium architecto itaque aut ut illo quia facere tempora in eum quam odio aperiam totam dignissimos minima expedita est velit voluptatem non consequatur vel qui asperiores dolorem error esse autem sapiente accusamus provident quaerat culpa accusantium libero natus aut et.;en;14;Dr. Robby Gislason;0;1;;"";"";"";43;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/10;
45;2025-01-29 11:08:19 UTC;Error optio quae molestiae ab placeat facilis neque unde cum qui esse sit voluptatem et et provident dignissimos est rem et dolores qui sunt et dolorem quia et in corrupti ut pariatur quos praesentium voluptate repudiandae animi voluptatem eum est mollitia possimus harum occaecati numquam aut repellat aliquid laborum qui.;en;14;Dr. Robby Gislason;0;0;;"";"";"";10;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/10;
46;2025-01-29 11:08:19 UTC;Corrupti omnis officia aspernatur voluptate ut cumque repudiandae corporis dolorem mollitia ut voluptas est qui commodi dolorem non distinctio excepturi fugiat aut ad autem quo quaerat quidem nihil itaque facilis non unde laudantium aut animi in est enim eos maxime est qui aliquid quibusdam ducimus libero et pariatur impedit reiciendis.;en;3;Morgan Hand Esq.;0;1;10;;;;45;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/10;Bernier and Sons
47;2025-01-29 11:08:19 UTC;Dignissimos aspernatur fugit ipsum dolor omnis soluta recusandae sint magni dolores voluptatibus veritatis voluptatem consectetur et est non quibusdam ut perferendis occaecati commodi rem qui ut sit suscipit et sit in non ex nobis consequatur accusantium iste vel quos quia vitae cum rerum sint sunt delectus corrupti laboriosam pariatur officiis.;en;15;Belle Botsford;0;0;;"";"";"";10;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/10;
48;2025-01-29 11:08:19 UTC;Temporibus similique ex et numquam eos repellendus et magni atque distinctio omnis officiis autem natus omnis magnam ut maiores incidunt qui ipsum earum nemo eligendi ut dolorem nisi ut quibusdam non et debitis dolor dicta reiciendis cumque amet eius molestiae aliquid rerum laborum accusantium libero omnis officia mollitia qui sapiente.;en;15;Belle Botsford;0;1;;"";"";"";47;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/10;
49;2025-01-29 11:08:19 UTC;Est autem fugit sit omnis hic architecto doloribus quis quibusdam voluptatem harum et quis unde incidunt officiis nihil nam blanditiis ab alias eligendi aspernatur in amet error suscipit in qui rerum eos id repudiandae deserunt sed voluptatum vitae asperiores doloremque ducimus distinctio dolorum eius soluta reprehenderit atque quisquam ullam possimus.;en;16;Gov. Genaro Terry;0;0;;"";"";"";11;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/11;
50;2025-01-29 11:08:19 UTC;Culpa ut qui doloremque et facilis suscipit corporis quas sint ad quia exercitationem magnam aperiam asperiores eos molestiae eos similique vero aut ipsa omnis aut incidunt libero dignissimos voluptas expedita iusto maiores sit veritatis est et ea quod ut illo corrupti esse reiciendis deserunt ea et et illum quaerat praesentium.;en;2;Kristofer Mitchell;0;0;;"";"";"";11;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/11;
51;2025-01-29 11:08:19 UTC;Voluptatem ut veniam quidem voluptatem optio vel ex et rerum porro facere molestiae omnis officiis nisi officia odit laudantium et eius sint explicabo et consectetur qui assumenda adipisci qui et at minima possimus non ullam accusamus id culpa quod quos id molestiae sed eum enim dolor qui est eos consequatur.;en;15;Belle Botsford;0;0;;"";"";"";11;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/11;
52;2025-01-29 11:08:20 UTC;Nostrum et reprehenderit sed exercitationem tenetur est molestiae ut ipsa libero eum nemo eum tempore non aut minima iure enim soluta et quasi est officia amet quas et maxime numquam incidunt eveniet culpa beatae voluptate dolorem laboriosam optio consequatur corrupti cum porro dolorem laudantium ea id ipsum ipsam sed ut.;en;4;Birgit Schinner II;0;1;12;;;;51;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/11;Kunde, Fay and Hagenes
53;2025-01-29 11:08:20 UTC;Nam qui corporis totam quia ut id soluta quis perspiciatis et libero quos aut consequatur et iste ea eligendi architecto quae qui sequi voluptatem culpa explicabo repellendus qui sapiente temporibus ad in minus consequuntur vero voluptas qui officia molestiae qui et ullam nesciunt maiores quam saepe delectus iusto nihil voluptas.;en;2;Kristofer Mitchell;0;0;;"";"";"";11;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/11;
54;2025-01-29 11:08:20 UTC;Natus possimus fugit ut tenetur aut quidem voluptatem ad quis non magnam in nam aperiam et consectetur eaque blanditiis est modi cupiditate quibusdam sint voluptas aliquam nihil dolores error ut commodi tempore voluptatem similique inventore exercitationem maxime dolorem fuga quia voluptas excepturi rem sit consequatur voluptate eligendi asperiores nemo vero.;en;13;Prof. Jenni Bruen;0;0;;"";"";"";12;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/12;
55;2025-01-29 11:08:20 UTC;Ut similique est adipisci deleniti reiciendis rem harum non et blanditiis eum dolorem ut deserunt quos dolores dignissimos tempore quia quo et inventore minus omnis molestiae sunt distinctio sunt est assumenda non labore quia sapiente consequatur sit expedita quod et explicabo libero autem dolor laudantium est neque necessitatibus quia a.;en;2;Kristofer Mitchell;0;1;;"";"";"";54;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/12;
56;2025-01-29 11:08:20 UTC;Ut beatae temporibus nemo est quisquam sapiente et distinctio placeat et est error cumque molestiae voluptas rerum quaerat dolor sit quia quo et id ducimus sed ipsum reprehenderit neque aut modi voluptatem voluptates nesciunt consequatur suscipit iste ea molestiae ea tempora pariatur ut optio nostrum est dolorem dolor sit est.;en;15;Belle Botsford;0;0;;"";"";"";12;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/12;
57;2025-01-29 11:08:20 UTC;Aspernatur eius harum corporis dolores et veniam in autem ex porro voluptatum voluptas cupiditate doloribus vero necessitatibus optio ea nam veritatis omnis dolor voluptatem dolorum expedita eum aut incidunt nisi nihil voluptas rerum quia repudiandae nobis fugit ipsum ut eveniet in nemo atque quidem architecto aperiam debitis sint blanditiis quas.;en;1;Juan Funk;0;1;6;;;;56;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/1/results/12;Hackett-Pouros
58;2025-01-29 11:08:21 UTC;Dolor doloribus quia sunt repellendus et sint delectus sint corporis quis illo omnis debitis enim eius ullam et voluptatem id architecto unde iure culpa consequatur non corrupti rem maxime quidem consequatur vitae cum et est sed perferendis reiciendis nisi assumenda illum impedit aut ea explicabo et quae iusto ut molestiae.;en;1;Juan Funk;0;0;;"";"";"";12;Decidim::Accountability::Result;https://nightly.decidim.org/processes/premium-horizon/f/1/results/12;
